instance,prep,geo-feature,placename,sum,or,label exp1,label exp 2,label exp 3,label exp 4
 country retreat set  hectares of wooded countryside,of,4,0,4,1,2,1,1,0
 at the irving plaza a gaggle,At,1,0,1,1,2,1,1,0
 the irving plaza a gaggle of girls are wandering around conducting,of,1,0,1,1,0,0,0,0
 a gaggle girls are wandering around conducting a poll,around,1,0,1,1,2,1,1,0
 at the last crossing the sixth,At,5,0,5,1,2,1,1,0
 the last crossing the sixth from the trailhead the dutchman trail,from,5,0,5,1,2,1,1,0
 hard right parallels the creek for about  yards and then,for,5,0,5,1,0,0,0,0
 at the moment we are unable,At,0,0,0,0,0,0,0,0
 we are unable to predict with accuracy who will or will,with,0,0,0,0,0,0,0,0
 at the nag s head main,At,2,1,3,1,2,1,1,0
 s head main street divides into shelt hill and lowdham lane,into,2,1,3,1,2,1,1,0
 at the road cross directly over,At,1,0,1,1,2,1,1,0
 the road cross directly over and take the path to,over,1,0,1,1,2,1,1,0
 the path to your left near to a bench,near,1,0,1,1,2,1,1,0
 at the road turn right walk,At,2,0,2,1,2,1,1,0
 metres then take the track on left past heath barn,on,2,0,2,1,2,1,1,0
 at the same time it is,At,0,0,0,0,0,0,0,0
 same time it is argued that the ability of law to,that,0,0,0,0,0,0,0,0
 it is argued the ability of law to order social and,of,0,0,0,0,0,0,0,0
 at the same time the defender,At,0,0,0,0,0,0,0,0
 punch aim using that arm as a support to strike behind,as,0,0,0,0,0,0,0,0
 arm a support to strike behind the attacker s kneecap with,behind,0,0,0,0,1,1,0,1
 strike the attacker s kneecap with his foot,with,0,0,0,0,0,0,0,0
 at the station the small wooden,At,3,0,3,1,2,1,1,0
 agency and a small check in desk for the train,in,3,0,3,1,0,0,0,0
 and a small check desk for the train,for,3,0,3,1,0,0,0,0
 at the time peter supposed she,At,0,0,0,0,0,0,0,0
 she was either a connoisseur of funerals or a casual visitor,of,0,0,0,0,0,0,0,0
 casual visitor who finding herself in the middle of the funeral,in,0,0,0,0,0,0,0,0
 who finding herself the middle of the funeral had stayed because,of,0,0,0,0,0,0,0,0
 middle the funeral had stayed because she was too embarrassed to,because,0,0,0,0,0,0,0,0
 at the time the betting landscape,At,0,1,1,1,0,0,0,0
 the time the betting landscape in australia was about to change,in,0,1,1,1,2,1,1,0
 the betting landscape australia was about to change for ever,about,0,1,1,1,0,0,0,0
 landscape australia was to change for ever,for,0,1,1,1,0,0,0,0
 at the time we first met,At,0,0,0,0,0,0,0,0
 met him his limited confidence in himself had been further undermined,in,0,0,0,0,0,0,0,0
 himself had been further undermined by june braithwaite s derision of,by,0,0,0,0,0,0,0,0
 undermined june braithwaite s derision of his way of going on,of,0,0,0,0,0,0,0,0
 braithwaite s derision his way of going on,of,0,0,0,0,0,0,0,0
 s derision his way going on,on,0,0,0,0,0,0,0,0
 at the top of the slope,At,1,0,1,1,2,1,1,0
 the top of the slope turn left alongside,of,1,0,1,1,2,1,1,0
 top the slope turn left alongside the fence,alongside,1,0,1,1,2,1,1,0
 at the top the path bends,At,0,0,0,0,2,1,1,0
 top the path bends back on itself but you need to,on,0,0,0,0,0,0,0,0
 you need to turn left onto a gravel track,onto,0,0,0,0,2,1,1,0
 at the weekend the unionist party,At,0,1,1,1,0,0,0,0
 jim molyneaux said the proposition of talks being started again was,of,0,1,1,1,0,0,0,0
 started again was ruled out until articles  and  of,until,0,1,1,1,0,0,0,0
 out articles  and  of the irish constitution are revoked,of,0,1,1,1,0,0,0,0
 at the western end of kinloch,At,2,0,2,1,2,1,1,0
 the western end of kinloch bay another single track,of,2,0,2,1,2,1,1,0
 at this time mallory became part,At,2,2,4,1,0,0,0,0
 this time mallory became part of a regular rock climbing scene,of,2,2,4,1,0,0,0,0
 regular rock climbing scene centred around pen y pass in snowdonia,around,2,2,4,1,2,1,1,0
 scene centred pen y pass in snowdonia,in,2,2,4,1,2,1,1,0
 at this time the fort on,At,3,0,3,1,0,0,0,0
 this time the fort on ivinghoe beacon was a meeting,on,3,0,3,1,2,1,1,0
 at thorneywood is a field of,At,3,0,3,1,2,1,1,0
 thorneywood is a field of eight acres of grass land,of,3,0,3,1,2,1,1,0
 is a field eight acres of grass land which was anciently,of,3,0,3,1,0,0,0,0
 which was anciently a part of the forest or wood common,of,3,0,3,1,2,1,1,0
 and enclosed probably centuries ago by the consent of the king,by,3,0,3,1,0,0,0,0
 probably centuries ago the consent of the king,of,3,0,3,1,0,0,0,0
 at west kensington lee wanted to,At,1,0,1,1,2,1,1,0
 lee wanted to get out on to the roof and sledge,on,1,0,1,1,2,1,1,0
 who had assumed the position of expert adviser said he was,of,1,0,1,1,0,0,0,0
 he was n t sure about the tunnels,about,1,0,1,1,0,0,0,0
 at westminster mps were astonished at,At,0,1,1,1,2,1,1,0
 westminster mps were astonished at the apparent suicide of a,At,0,1,1,1,0,0,0,0
 were astonished the apparent suicide of a seemingly outgoing colleague with,of,0,1,1,1,0,0,0,0
 suicide a seemingly outgoing colleague with no problems,with,0,1,1,1,0,0,0,0
 athabasca is a city in athabasca county alberta canada,in,1,2,3,1,2,1,1,0
 to the left hand end of the house there s a,of,1,0,1,1,2,1,1,0
 lawn that commands breathtaking views of the sweeping akuapem hills,of,1,0,1,1,2,1,1,0
 audrey at german beer stand  berlin,at,0,4,4,1,2,1,1,0
 audrey at tulum ruins  riviera maya,at,1,1,2,1,2,1,1,0
 augustine beach florida hotel directly on wide sand beach with ,on,3,0,3,1,2,1,1,0
 hotel directly wide sand beach with  foot water slide pool,with,3,0,3,1,2,1,1,0
 aurora after guido juliet finding the body,After,0,1,1,1,0,0,0,0
 guido juliet finding the body of romeo henry o neill,of,0,1,1,1,0,0,0,0
 murdoch s  billion offer for consolidated media read more,for,0,1,1,1,0,0,0,0
 australia also saw more tourists from korea india and italy,from,0,3,3,1,2,1,1,0
 zealand defence force personnel march during the dawn service at the,during,0,3,3,1,0,0,0,0
 personnel march the dawn service at the anzac commemorative site at,at,0,3,3,1,2,1,1,0
 service the anzac commemorative site at gallipoli in turkey on april,at,0,3,3,1,2,1,1,0
 the anzac commemorative site gallipoli in turkey on april  ,in,0,3,3,1,2,1,1,0
 anzac commemorative site gallipoli turkey on april  ,on,0,3,3,1,0,0,0,0
 his book parrot and olivier in america,in,0,1,1,1,2,1,1,0
 australian matthew carney committed for trial over alleged bomb hoax,for,0,0,0,0,0,0,0,0
 australian matthew carney committed trial over alleged bomb hoax,over,0,0,0,0,0,0,0,0
 australian muslims are among the first in the world,among,0,1,1,1,0,0,0,0
 australian muslims are the first in the world to end ramadan,in,0,1,1,1,2,1,1,0
 the world to end ramadan because the new moon first appears,because,0,1,1,1,0,0,0,0
 the new moon first appears in the southern hemisphere,in,0,1,1,1,2,1,1,0
 will head to commonwealth bay in antarctica for celebrations marking the,in,1,3,4,1,2,1,1,0
 head to commonwealth bay antarctica for celebrations marking the cenetenary of,for,1,3,4,1,0,0,0,0
 antarctica celebrations marking the cenetenary of explorer douglas mawson s first,of,1,3,4,1,0,0,0,0
 first electric telegraph connection ran from melbourne to the nearby port,from,1,3,4,1,2,1,1,0
 melbourne to the nearby port of williamstown the first message being,of,1,3,4,1,2,1,1,0
 the first message being received in march ,in,1,3,4,1,0,0,0,0
 austria to italy from  euros venice florence milan,from,0,2,2,1,0,0,0,0
 austrian police on june  arrested seven people,on,0,1,1,1,0,0,0,0
 june  arrested seven people in vienna on charges of carrying,in,0,1,1,1,2,1,1,0
  arrested seven people vienna on charges of carrying radioactive material,on,0,1,1,1,0,0,0,0
 arrested seven people vienna charges of carrying radioactive material consisting of,of,0,1,1,1,0,0,0,0
 charges carrying radioactive material consisting of  grammes of feebly enriched,of,0,1,1,1,0,0,0,0
 radioactive material consisting  grammes of feebly enriched uranium concealed in,of,0,1,1,1,0,0,0,0
 grammes feebly enriched uranium concealed in metallic discs,in,0,1,1,1,1,1,0,1
 chain auto parts store is on rosamond blvd,on,1,0,1,1,2,1,1,0
 april   rosamond  in  a year after they,In,2,4,6,1,0,0,0,0
 rosamond   a year after they married in los angeles,after,2,4,6,1,0,0,0,0
  a year they married in los angeles  year old,In,2,4,6,1,2,1,1,0
 to a brush covered butte beside one of the western mojave,beside,2,4,6,1,2,1,1,0
 a brush covered butte one of the western mojave desert s,of,2,4,6,1,2,1,1,0
 desert s few good sources of water willow springs,of,2,4,6,1,0,0,0,0
 average nmp growth forecast for  was in the range,for,0,0,0,0,0,0,0,0
 nmp growth forecast  was in the range of  per,in,0,0,0,0,0,0,0,0
 forecast  was the range of  per cent and ,of,0,0,0,0,0,0,0,0
  was the range  per cent and  per cent,per,0,0,0,0,0,0,0,0
 range  cent and  per cent,per,0,0,0,0,0,0,0,0
 do n t be shy of the ubiquitous baked potato,of,0,0,0,0,0,0,0,0
 the dangerous inter tidal area of the estuary due to deep,of,1,0,1,1,2,1,1,0
 away from that pulsing artery of east,from,0,1,1,1,2,1,1,0
 away that pulsing artery of east london it suddenly became,of,0,1,1,1,2,1,1,0
 away from the hotel there s plenty,from,2,0,2,1,2,1,1,0
 there s plenty to discover as you ramble or cycle around,as,2,0,2,1,0,0,0,0
 discover you ramble or cycle around this little island cars are,around,2,0,2,1,2,1,1,0
 baby sitting service on application not inhouse baby sitting,on,0,3,3,1,0,0,0,0
 join the ever expanding group of baby australian animals at wild,of,0,1,1,1,0,0,0,0
 expanding group baby australian animals at wild life sydney including koalas,at,0,1,1,1,2,1,1,0
 bake for   minutes until barely,for,0,0,0,0,0,0,0,0
 bake   minutes until barely golden,until,0,0,0,0,0,0,0,0
 bake for   hours or until,for,0,0,0,0,0,0,0,0
 bake   hours or until a skewer inserted into the,until,0,0,0,0,0,0,0,0
 hours or a skewer inserted into the cake comes out cleanly,into,0,0,0,0,1,1,0,1
 bar spetses town just east of the main dapia harbor on,of,5,2,7,1,2,1,1,0
 east the main dapia harbor on the sea road though the,on,5,2,7,1,2,1,1,0
 dapia harbor the sea road though the entrance is from the,though,5,2,7,1,0,0,0,0
 sea road the entrance is from the parallel shopping lane one,from,5,2,7,1,2,1,1,0
 ballyragget  a small town near freshford really off the tourist,near,1,2,3,1,2,1,1,0
 a small town freshford really off the tourist trail,off,1,2,3,1,2,1,1,0
 bank of america is further behind,of,0,2,2,1,0,0,0,0
 bank america is further behind,behind,0,2,2,1,1,1,0,1
 bank of america set to overhaul account,of,0,2,2,1,0,0,0,0
 banks argued against the changes but acknowleged the,against,0,1,1,1,0,0,0,0
 changes but acknowleged the need for change and so supported the,for,0,1,1,1,0,0,0,0
 wong to banks think carefully on rates,on,0,0,0,0,0,0,0,0
 banks gorge on ecb loans market cheer short,on,2,0,2,1,0,0,0,0
 bantu education in general allowed more black children,in,1,2,3,1,0,0,0,0
 black children access to school in soweto but it was inferior,in,1,2,3,1,2,1,1,0
 soweto but it was inferior in standard,in,1,2,3,1,0,0,0,0
 bar at aqua luna circular quay source,at,1,0,1,1,2,1,1,0
 barefoot she padded into her cramped kitchen and took,into,0,1,1,1,1,1,0,1
 kitchen and took a can of coke from the refrigerator,of,0,1,1,1,0,0,0,0
 and took a can coke from the refrigerator,from,0,1,1,1,1,1,0,1
 barnaby joyce on tony windsor,on,0,1,1,1,0,0,0,0
 root out a great evil as britain s high court bans,as,1,2,3,1,0,0,0,0
 scooped up all the bits of paper and flung them into,of,0,1,1,1,0,0,0,0
 bits paper and flung them into the air,into,0,1,1,1,1,1,0,1
 is a historic southern town in florida,in,1,2,3,1,2,1,1,0
 forest overlooking the jyelo river with flower meadows mountains cliffs and,with,7,0,7,1,2,1,1,0
 mountains cliffs and glaciers all around,around,7,0,7,1,2,1,1,0
 basic overview of currency in london,of,0,1,1,1,0,0,0,0
 basic overview currency in london,in,0,1,1,1,0,0,0,0
 basically everyone raved about leeds that day and tuesday,about,0,0,0,0,0,0,0,0
 basically everyone raved leeds that day and tuesday was a,that,0,0,0,0,0,0,0,0
 and tuesday was a comfortable if a little uninspired,if,0,0,0,0,0,0,0,0
 basically it was about certain british officials allegedly colluding,about,0,0,0,0,0,0,0,0
 certain british officials allegedly colluding in drug test avoidance at some,in,0,0,0,0,0,0,0,0
 allegedly colluding drug test avoidance at some meetings in the early,at,0,0,0,0,0,0,0,0
 drug test avoidance some meetings in the early eighties,in,0,0,0,0,0,0,0,0
 abdul jalil khalaf said more than  percent of the city,than,2,1,3,1,0,0,0,0
 khalaf said more  percent of the city is under security,of,2,1,3,1,2,1,1,0
  percent the city is under security force control and that,under,2,1,3,1,0,0,0,0
 is security force control and that troops and police have access,that,2,1,3,1,0,0,0,0
 have access to all areas of the city,of,2,1,3,1,2,1,1,0
 bbc chiefs may cut parts of a chat between actress brigitte,of,0,0,0,0,0,0,0,0
 may cut parts a chat between actress brigitte nielsen and terry,between,0,0,0,0,0,0,0,0
 brigitte nielsen and terry wogan because it is too raunchy for,because,0,0,0,0,0,0,0,0
 wogan it is too raunchy for tv,for,0,0,0,0,0,0,0,0
 be guest in a gliding plane  flugplatz,in,1,0,1,1,1,1,0,1
 gliding plane  flugplatz haxterhohe on a hill south to the,on,1,0,1,1,2,1,1,0
 be honest about your own feelings,about,0,0,0,0,0,0,0,0
 be honest with yourself,with,0,0,0,0,0,0,0,0
 another forgiving each other just as in christ god forgave you,as,0,0,0,0,0,0,0,0
 another forgiving each other just in christ god forgave you,in,0,0,0,0,0,0,0,0
 be warned that it can be a steep,that,0,0,0,0,0,0,0,0
 a steep hard walk especially in summer heat for some and,in,0,0,0,0,0,0,0,0
 hard walk especially summer heat for some and apart from the,for,0,0,0,0,0,0,0,0
 summer heat some and apart from the boat service the only,from,0,0,0,0,0,0,0,0
 service the only way is by foot,by,0,0,0,0,0,0,0,0
 bear diagonally left uphill across next field towards houses,across,1,1,2,1,2,1,1,0
 diagonally left uphill next field towards houses,towards,1,1,2,1,2,1,1,0
 bear left slightly uphill heading towards the right of the tv,towards,0,1,1,1,2,1,1,0
 slightly uphill heading the right of the tv masts,of,0,1,1,1,2,1,1,0
 left to the other side of the field to cross to,of,2,1,3,1,2,1,1,0
 to cross to the edge of the golf course which adjoins,of,2,1,3,1,2,1,1,0
 beat g oz vegetarian stilton with g oz softened butter one,with,1,0,1,1,0,0,0,0
 oz softened butter one tablespoon of port one finely chopped pear,of,1,0,1,1,0,0,0,0
 chopped pear and one teaspoon of snipped chives,of,1,0,1,1,0,0,0,0
 harbor hudson valley hudson valley in new york roanoke island roanoke,in,2,2,4,1,2,1,1,0
 because of its size and cost,Because,0,0,0,0,0,0,0,0
 of its size and cost copies,of,0,0,0,0,0,0,0,0
 its size and cost copies in folio were of necessity confined,in,0,0,0,0,0,0,0,0
 and cost copies folio were of necessity confined to persons of,of,0,0,0,0,0,0,0,0
 were necessity confined to persons of substantial means,of,0,0,0,0,0,0,0,0
 because of the geography of hamelin,Because,4,0,4,1,0,0,0,0
 of the geography of hamelin pool,of,4,0,4,1,0,0,0,0
 the geography of hamelin pool and the huge,of,4,0,4,1,2,1,1,0
 the huge sea grass meadow up the coast itself pretty special,up,4,0,4,1,2,1,1,0
 itself pretty special the water in the south of the bay,in,4,0,4,1,2,1,1,0
 special the water the south of the bay is really salty,of,4,0,4,1,2,1,1,0
 really salty the perfect spot for stromatolites,for,4,0,4,1,0,0,0,0
 brevity and echo an anthology of short short stories brookline massachusetts,of,0,1,1,1,0,0,0,0
 a good real ale pub with a limited range of food,with,0,1,1,1,0,0,0,0
 ale pub a limited range of food in the evenings,of,0,1,1,1,0,0,0,0
 pub a limited range food in the evenings,in,0,1,1,1,0,0,0,0
 before becoming president morales was a,Before,0,0,0,0,0,0,0,0
 before departing on the expedition to,Before,0,1,1,1,0,0,0,0
 departing on the expedition to benghazi he,on,0,1,1,1,0,0,0,0
 memorandum addressed to the director of military training at mehq on,of,0,1,1,1,0,0,0,0
